"ID","REFERENCE","ORDER_DATE","SUPPLIER_ID","TOTAL_AMOUNT","DESCRIPTION","STATUS"
224,PO013-2,2022-08-20 00:00:00.000,103,,Audi Q7,Received
225,PO007-1,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
226,PO007-1,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
227,PO007-2,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
228,PO007-3,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Cancelled
229,PO007-4,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
230,PO014-4,2022-09-15 00:00:00.000,95,,"3TB SATA HARD DISK x 4",Received
231,PO014-1,2022-09-15 00:00:00.000,95,,FAN UNIT x 20,Cancelled
232,PO014-4,2022-09-15 00:00:00.000,98,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
233,PO014-4,2022-09-15 00:00:00.000,98,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
234,PO014-5,2022-09-15 00:00:00.000,98,,EPSON LQ310 DOT MATRIX PRINTER,Received
235,PO001-2,2022-01-03 00:00:00.000,92,,Spark plug,Received
236,PO003-3,2022-01-24 00:00:00.000,98,,"Screens 15""",Received
237,PO010-1,2022-07-03 00:00:00.000,102,,Electronic Component Lead 2000 Kgs,Received
238,PO008-2,2022-06-05 00:00:00.000,97,,"10 Motherboard Asus PRIME Z270-A",Received
239,PO006-1,2022-02-16 00:00:00.000,96,,Packet 4,Received
240,PO012-3,2022-08-16 00:00:00.000,94,,High pressure fuel injector nozzle OEM x 10,Received
241,PO012-5,2022-08-16 00:00:00.000,92,,Aluminium alloy set x 5,Received
242,PO013,2022-08-20 00:00:00.000,103,,Purchase of Cars,Closed
243,PO013-4,2022-08-20 00:00:00.000,103,,Hyundai Tucson,Received
244,PO014-2,2022-09-15 00:00:00.000,95,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
245,PO014-4,2022-09-15 00:00:00.000,98,,"3TB SATA HARD DISK x 4",Received
246,PO014-4,2022-09-15 00:00:00.000,95,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
247,PO014-5,2022-09-15 00:00:00.000,98,,LENOVO B50-30 x 5,Received
248,PO001,2022-01-03 00:00:00.000,94,,Vehicle Spare parts,Closed
249,PO002,2022-01-10 00:00:00.000,103,750000,Purchase of Car,Open
250,PO003-3,2022-01-24 00:00:00.000,95,,"Screens 15""",Received
251,PO001-3,2022-01-03 00:00:00.000,92,,Fuel filter,Received
252,PO001-4,2022-01-03 00:00:00.000,94,,Air filter,Received
253,PO003-4,2022-01-24 00:00:00.000,98,,"Screens 35""",Received
254,PO009-1,2022-06-18 00:00:00.000,99,,Security vests for firewardens,Received
255,PO012-1,2022-08-16 00:00:00.000,94,,Wheels and balancing,Received
256,PO012-2,2022-08-16 00:00:00.000,92,,Dashboard for cards,Received
257,PO012-3,2022-08-16 00:00:00.000,92,,High pressure fuel injector nozzle OEM x 10,Received
258,PO012-5,2022-08-16 00:00:00.000,94,,Master brake x 12,Received
259,PO007-4,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
260,PO014-3,2022-09-15 00:00:00.000,95,,NOTEBOOK SATA HDD - 500 GB x 5,Received
261,PO014-3,2022-09-15 00:00:00.000,98,,NOTEBOOK SATA HDD - 500 GB x 5,Received
262,PO014-2,2022-09-15 00:00:00.000,98,,VIEWSONIC PJD5155 PROJECTOR,Received
263,PO014-2,2022-09-15 00:00:00.000,95,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
264,PO014-4,2022-09-15 00:00:00.000,95,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
265,PO014-5,2022-09-15 00:00:00.000,95,,EPSON LQ310 DOT MATRIX PRINTER,Received
266,PO014-5,2022-09-15 00:00:00.000,95,,DELL N3543 CORE i5 x 3,Cancelled
267,PO014-5,2022-09-15 00:00:00.000,98,,DELL N3543 CORE i5 x 3,Cancelled
268,PO003,2022-01-24 00:00:00.000,98,57300,Computer screens,Closed
269,PO003-2,2022-01-24 00:00:00.000,98,,"Screens 35""",Received
270,PO005-1,2022-04-07 00:00:00.000,93,,National geo nature,Received
271,PO001-5,2022-01-03 00:00:00.000,94,,Brake disc,Received
272,PO001-6,2022-01-03 00:00:00.000,94,,Axle,Received
273,PO006,2022-02-16 00:00:00.000,96,250000,Stationery orders,Open
274,PO007,2022-06-03 00:00:00.000,104,26700,Taxi services fees,Closed
275,PO010,2022-07-03 00:00:00.000,115,,Electronic spare parts,Closed
276,PO006-1,2022-02-16 00:00:00.000,96,,Packet 3,Received
277,PO011-2,2022-07-06 00:00:00.000,114,,Organizers x 200,Received
278,PO008-2,2022-06-05 00:00:00.000,97,,Seagate Barracuda 2TB SATA Hard Drive,Received
279,PO012-1,2022-08-16 00:00:00.000,107,,Wheels and balancing,Received
280,PO012-2,2022-08-16 00:00:00.000,105,,Servicing of cars,Received
281,PO012-2,2022-08-16 00:00:00.000,94,,Rear door + repair,Received
282,PO013,2022-08-20 00:00:00.000,116,,Purchase of Cars,Closed
283,PO006-1,2022-02-16 00:00:00.000,109,,Packet 6,Received
284,PO007-1,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
285,PO007-2,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
286,PO007-5,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
287,PO007-5,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
288,PO014-2,2022-09-15 00:00:00.000,98,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
289,PO014-4,2022-09-15 00:00:00.000,108,,"3TB SATA HARD DISK x 4",Received
290,PO014-5,2022-09-15 00:00:00.000,108,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
291,PO014-1,2022-09-15 00:00:00.000,108,,FAN UNIT x 20,Cancelled
292,PO014-1,2022-09-15 00:00:00.000,95,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
293,PO014-1,2022-09-15 00:00:00.000,108,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
294,PO014-2,2022-09-15 00:00:00.000,95,,VIEWSONIC PJD5155 PROJECTOR,Received
295,PO014-3,2022-09-15 00:00:00.000,95,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
296,PO014-4,2022-09-15 00:00:00.000,95,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
297,PO014-5,2022-09-15 00:00:00.000,95,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
298,PO014-5,2022-09-15 00:00:00.000,95,,LENOVO B50-30 x 5,Received
299,PO014-5,2022-09-15 00:00:00.000,108,,LENOVO B50-30 x 5,Received
300,PO001,2022-01-03 00:00:00.000,105,,Vehicle Spare parts,Closed
301,PO001,2022-01-03 00:00:00.000,107,,Vehicle Spare parts,Closed
302,PO001-2,2022-01-03 00:00:00.000,94,,Spark plug,Received
303,PO003,2022-01-24 00:00:00.000,111,57300,Computer screens,Closed
304,PO003-1,2022-01-24 00:00:00.000,98,,"Screens 22""",Received
305,PO004-1,2022-02-07 00:00:00.000,101,,Pen Parker blue,Received
306,PO005-2,2022-04-07 00:00:00.000,93,,Science world,Received
307,PO004-4,2022-02-07 00:00:00.000,114,600,Clips boxes,Cancelled
308,PO009,2022-06-18 00:00:00.000,112,36800,Security vests,Open
309,PO010-2,2022-07-03 00:00:00.000,102,,Aluminium LED PCB Assemblies x 100,Received
310,PO011-1,2022-07-06 00:00:00.000,114,,Staplers Heavy duty x 10,Received
311,PO012,2022-08-16 00:00:00.000,94,265000,Vehicle Spare parts,Open
312,PO012-1,2022-08-16 00:00:00.000,105,,Aluminium evaporator x 15,Received
313,PO006-1,2022-02-16 00:00:00.000,109,,Packet 4,Received
314,PO012-2,2022-08-16 00:00:00.000,107,,Dashboard for cards,Received
315,PO012-4,2022-08-16 00:00:00.000,94,,Air suspension compressor x 3,Received
316,PO013-1,2022-08-20 00:00:00.000,103,,Audi Q5,Received
317,PO013-2,2022-08-20 00:00:00.000,116,,Audi Q7,Received
318,PO013-3,2022-08-20 00:00:00.000,103,,Chevrolet Equinox,Received
319,PO007-3,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Cancelled
320,PO006-1,2022-02-16 00:00:00.000,96,,Packet 2,Received
321,PO014,2022-09-15 00:00:00.000,95,,Purchases of Digital equipment,Open
322,PO014-1,2022-09-15 00:00:00.000,108,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
323,PO014-3,2022-09-15 00:00:00.000,111,,NOTEBOOK SATA HDD - 500 GB x 5,Received
324,PO014-5,2022-09-15 00:00:00.000,98,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
325,PO014-1,2022-09-15 00:00:00.000,98,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
326,PO014-2,2022-09-15 00:00:00.000,98,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
327,PO014-3,2022-09-15 00:00:00.000,98,,GENIUS MEDIA POINTER 900BT x 3,Received
328,PO014-3,2022-09-15 00:00:00.000,108,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
329,PO014-4,2022-09-15 00:00:00.000,98,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
330,PO003-1,2022-01-24 00:00:00.000,108,,"Screens 22""",Received
331,PO003-2,2022-01-24 00:00:00.000,95,,"Screens 35""",Received
332,PO004,2022-02-07 00:00:00.000,101,6800,Purchase of Stationeries,Closed
333,PO004-1,2022-02-07 00:00:00.000,114,,Pen Parker blue,Received
334,PO001-4,2022-01-03 00:00:00.000,105,,Air filter,Received
335,PO005-1,2022-04-07 00:00:00.000,106,,National geo nature,Received
336,PO003-4,2022-01-24 00:00:00.000,111,,"Screens 35""",Received
337,PO004-3,2022-02-07 00:00:00.000,101,3000,Paper reams,Received
338,PO005-4,2022-04-07 00:00:00.000,106,,Discovery mag,Received
339,PO001-5,2022-01-03 00:00:00.000,107,,Brake disc,Received
340,PO001-6,2022-01-03 00:00:00.000,105,,Axle,Received
341,PO006-1,2022-02-16 00:00:00.000,96,,Packet 1,Received
342,PO007,2022-06-03 00:00:00.000,100,26700,Taxi services fees,Closed
343,PO009-1,2022-06-18 00:00:00.000,112,,Security vests for firewardens,Received
344,PO011-1,2022-07-06 00:00:00.000,101,,Staplers Heavy duty x 10,Received
345,PO008-1,2022-06-05 00:00:00.000,97,,"10 HDDs 3TB",Received
346,PO011-2,2022-07-06 00:00:00.000,101,,Organizers x 200,Received
347,PO012-2,2022-08-16 00:00:00.000,107,,Rear door + repair,Received
348,PO012-4,2022-08-16 00:00:00.000,92,,Air suspension compressor x 3,Received
349,PO012-4,2022-08-16 00:00:00.000,107,,Air suspension compressor x 3,Received
350,PO012-5,2022-08-16 00:00:00.000,94,,Aluminium alloy set x 5,Received
351,PO012-5,2022-08-16 00:00:00.000,105,,Master brake x 12,Received
352,PO006-1,2022-02-16 00:00:00.000,96,,Packet 5,Received
353,PO013-1,2022-08-20 00:00:00.000,116,,Audi Q5,Received
354,PO006-1,2022-02-16 00:00:00.000,96,,Packet 6,Received
355,PO007-5,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
356,PO014,2022-09-15 00:00:00.000,108,,Purchases of Digital equipment,Open
357,PO014,2022-09-15 00:00:00.000,111,,Purchases of Digital equipment,Open
358,PO014-3,2022-09-15 00:00:00.000,108,,NOTEBOOK SATA HDD - 500 GB x 5,Received
359,PO014-1,2022-09-15 00:00:00.000,111,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
360,PO014-2,2022-09-15 00:00:00.000,108,,VIEWSONIC PJD5155 PROJECTOR,Received
361,PO014-3,2022-09-15 00:00:00.000,95,,GENIUS MEDIA POINTER 900BT x 3,Received
362,PO014-3,2022-09-15 00:00:00.000,98,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
363,PO014-5,2022-09-15 00:00:00.000,108,,DELL N3543 CORE i5 x 3,Cancelled
364,PO001-1,2022-01-03 00:00:00.000,92,,Back lights,Received
365,PO002-1,2022-01-10 00:00:00.000,103,,Purchase of Car Model X,Received
366,PO003,2022-01-24 00:00:00.000,95,57300,Computer screens,Closed
367,PO003-1,2022-01-24 00:00:00.000,95,,"Screens 22""",Received
368,PO001-3,2022-01-03 00:00:00.000,94,,Fuel filter,Received
369,PO004-2,2022-02-07 00:00:00.000,101,,Pencil HB boxes,Received
370,PO004-4,2022-02-07 00:00:00.000,101,600,Clips boxes,Cancelled
371,PO005-4,2022-04-07 00:00:00.000,93,,Discovery mag,Received
372,PO006,2022-02-16 00:00:00.000,109,250000,Stationery orders,Open
373,PO008,2022-06-05 00:00:00.000,97,85200,Orders of computer spare parts,Open
374,PO010,2022-07-03 00:00:00.000,102,,Electronic spare parts,Closed
375,PO011,2022-07-06 00:00:00.000,101,43200,Purchase of Stationeries,Closed
376,PO012-2,2022-08-16 00:00:00.000,94,,Dashboard for cards,Received
377,PO012-5,2022-08-16 00:00:00.000,92,,Master brake x 12,Received
378,PO007-3,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Cancelled
379,PO006-1,2022-02-16 00:00:00.000,109,,Packet 2,Received
380,PO014,2022-09-15 00:00:00.000,98,,Purchases of Digital equipment,Open
381,PO014-2,2022-09-15 00:00:00.000,108,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
382,PO014-2,2022-09-15 00:00:00.000,111,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
383,PO014-3,2022-09-15 00:00:00.000,98,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
384,PO014-3,2022-09-15 00:00:00.000,95,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
385,PO014-3,2022-09-15 00:00:00.000,108,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
386,PO014-3,2022-09-15 00:00:00.000,98,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
387,PO014-3,2022-09-15 00:00:00.000,108,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
388,PO014-3,2022-09-15 00:00:00.000,111,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
389,PO014-4,2022-09-15 00:00:00.000,108,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
390,PO014-5,2022-09-15 00:00:00.000,111,,EPSON LQ310 DOT MATRIX PRINTER,Received
391,PO001,2022-01-03 00:00:00.000,92,,Vehicle Spare parts,Closed
392,PO003-1,2022-01-24 00:00:00.000,111,,"Screens 22""",Received
393,PO003-2,2022-01-24 00:00:00.000,111,,"Screens 35""",Received
394,PO001-4,2022-01-03 00:00:00.000,92,,Air filter,Received
395,PO001-4,2022-01-03 00:00:00.000,107,,Air filter,Received
396,PO001-5,2022-01-03 00:00:00.000,92,,Brake disc,Received
397,PO001-5,2022-01-03 00:00:00.000,105,,Brake disc,Received
398,PO001-6,2022-01-03 00:00:00.000,107,,Axle,Received
399,PO010-1,2022-07-03 00:00:00.000,102,,Air Conditioner Fan Capacitor x 1000,Received
400,PO010-2,2022-07-03 00:00:00.000,115,,Starter capacitor x 2000,Received
401,PO008-1,2022-06-05 00:00:00.000,110,,"10 HDDs 3TB",Received
402,PO012,2022-08-16 00:00:00.000,92,265000,Vehicle Spare parts,Open
403,PO012-1,2022-08-16 00:00:00.000,92,,Aluminium evaporator x 15,Received
404,PO008-2,2022-06-05 00:00:00.000,110,,Seagate Barracuda 2TB SATA Hard Drive,Received
405,PO012-1,2022-08-16 00:00:00.000,92,,Wheels and balancing,Received
406,PO012-2,2022-08-16 00:00:00.000,94,,Servicing of cars,Received
407,PO012-3,2022-08-16 00:00:00.000,107,,High pressure fuel injector nozzle OEM x 10,Received
408,PO014-1,2022-09-15 00:00:00.000,95,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
409,PO014-1,2022-09-15 00:00:00.000,98,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
410,PO014-2,2022-09-15 00:00:00.000,111,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
411,PO014-4,2022-09-15 00:00:00.000,111,,"3TB SATA HARD DISK x 4",Received
412,PO014-5,2022-09-15 00:00:00.000,95,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
413,PO014-1,2022-09-15 00:00:00.000,98,,FAN UNIT x 20,Cancelled
414,PO014-1,2022-09-15 00:00:00.000,111,,FAN UNIT x 20,Cancelled
415,PO014-3,2022-09-15 00:00:00.000,108,,GENIUS MEDIA POINTER 900BT x 3,Received
416,PO014-3,2022-09-15 00:00:00.000,95,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
417,PO014-3,2022-09-15 00:00:00.000,111,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
418,PO014-4,2022-09-15 00:00:00.000,108,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
419,PO014-4,2022-09-15 00:00:00.000,111,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
420,PO014-5,2022-09-15 00:00:00.000,98,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
421,PO014-5,2022-09-15 00:00:00.000,108,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
422,PO001-1,2022-01-03 00:00:00.000,94,,Back lights,Received
423,PO001-2,2022-01-03 00:00:00.000,105,,Spark plug,Received
424,PO003-3,2022-01-24 00:00:00.000,108,,"Screens 15""",Received
425,PO001-3,2022-01-03 00:00:00.000,107,,Fuel filter,Received
426,PO004,2022-02-07 00:00:00.000,114,6800,Purchase of Stationeries,Closed
427,PO005,2022-04-07 00:00:00.000,93,21000,International Magazines,Closed
428,PO003-4,2022-01-24 00:00:00.000,95,,"Screens 35""",Received
429,PO004-3,2022-02-07 00:00:00.000,114,3000,Paper reams,Received
430,PO005-3,2022-04-07 00:00:00.000,93,,Science world,Received
431,PO005-3,2022-04-07 00:00:00.000,106,,Science world,Received
432,PO001-6,2022-01-03 00:00:00.000,92,,Axle,Received
433,PO009,2022-06-18 00:00:00.000,99,36800,Security vests,Open
434,PO010-2,2022-07-03 00:00:00.000,102,,Starter capacitor x 2000,Received
435,PO010-3,2022-07-03 00:00:00.000,102,,Block connector universal x 200,Received
436,PO010-3,2022-07-03 00:00:00.000,115,,Block connector universal x 200,Received
437,PO011,2022-07-06 00:00:00.000,114,43200,Purchase of Stationeries,Closed
438,PO008-2,2022-06-05 00:00:00.000,110,,"10 Motherboard Asus PRIME Z270-A",Received
439,PO012-1,2022-08-16 00:00:00.000,94,,Aluminium evaporator x 15,Received
440,PO012-2,2022-08-16 00:00:00.000,92,,Servicing of cars,Received
441,PO012-2,2022-08-16 00:00:00.000,92,,Rear door + repair,Received
442,PO012-2,2022-08-16 00:00:00.000,105,,Rear door + repair,Received
443,PO012-4,2022-08-16 00:00:00.000,105,,Air suspension compressor x 3,Received
444,PO006-1,2022-02-16 00:00:00.000,109,,Packet 5,Received
445,PO013-2,2022-08-20 00:00:00.000,103,,Audi Q7,Received
446,PO013-3,2022-08-20 00:00:00.000,116,,Chevrolet Equinox,Received
447,PO007-1,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
448,PO007-1,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
449,PO007-1,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
450,PO007-2,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
451,PO007-2,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
452,PO007-2,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
453,PO007-3,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Cancelled
454,PO007-4,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
455,PO007-4,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
456,PO007-5,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
457,PO014-2,2022-09-15 00:00:00.000,108,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
458,PO014-4,2022-09-15 00:00:00.000,95,,"3TB SATA HARD DISK x 4",Received
459,PO014-1,2022-09-15 00:00:00.000,95,,FAN UNIT x 20,Cancelled
460,PO014-2,2022-09-15 00:00:00.000,111,,VIEWSONIC PJD5155 PROJECTOR,Received
461,PO014-3,2022-09-15 00:00:00.000,111,,GENIUS MEDIA POINTER 900BT x 3,Received
462,PO014-4,2022-09-15 00:00:00.000,98,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
463,PO014-4,2022-09-15 00:00:00.000,98,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
464,PO014-4,2022-09-15 00:00:00.000,108,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
465,PO014-5,2022-09-15 00:00:00.000,98,,EPSON LQ310 DOT MATRIX PRINTER,Received
466,PO001-2,2022-01-03 00:00:00.000,92,,Spark plug,Received
467,PO001-2,2022-01-03 00:00:00.000,107,,Spark plug,Received
468,PO002,2022-01-10 00:00:00.000,116,750000,Purchase of Car,Open
469,PO003,2022-01-24 00:00:00.000,108,57300,Computer screens,Closed
470,PO003-3,2022-01-24 00:00:00.000,98,,"Screens 15""",Received
471,PO003-3,2022-01-24 00:00:00.000,111,,"Screens 15""",Received
472,PO001-3,2022-01-03 00:00:00.000,105,,Fuel filter,Received
473,PO005-2,2022-04-07 00:00:00.000,106,,Science world,Received
474,PO006-1,2022-02-16 00:00:00.000,109,,Packet 1,Received
475,PO007,2022-06-03 00:00:00.000,117,26700,Taxi services fees,Closed
476,PO010-1,2022-07-03 00:00:00.000,102,,Electronic Component Lead 2000 Kgs,Received
477,PO010-1,2022-07-03 00:00:00.000,115,,Electronic Component Lead 2000 Kgs,Received
478,PO010-2,2022-07-03 00:00:00.000,115,,Aluminium LED PCB Assemblies x 100,Received
479,PO008-2,2022-06-05 00:00:00.000,97,,"10 Motherboard Asus PRIME Z270-A",Received
480,PO006-1,2022-02-16 00:00:00.000,109,,Packet 3,Received
481,PO012,2022-08-16 00:00:00.000,107,265000,Vehicle Spare parts,Open
1508,PO010,2022-07-03 00:00:00.000,115,,Electronic spare parts,Closed
1509,PO010-1,2022-07-03 00:00:00.000,128,,Electronic Component Lead 2000 Kgs,Received
1510,PO008-1,2022-06-05 00:00:00.000,149,,"10 HDDs 3TB",Received
1511,PO006-1,2022-02-16 00:00:00.000,96,,Packet 3,Received
1512,PO011-2,2022-07-06 00:00:00.000,114,,Organizers x 200,Received
1513,PO008-2,2022-06-05 00:00:00.000,97,,Seagate Barracuda 2TB SATA Hard Drive,Received
1514,PO008-2,2022-06-05 00:00:00.000,149,,Seagate Barracuda 2TB SATA Hard Drive,Received
1515,PO012-1,2022-08-16 00:00:00.000,107,,Wheels and balancing,Received
1516,PO012-1,2022-08-16 00:00:00.000,131,,Wheels and balancing,Received
1517,PO012-2,2022-08-16 00:00:00.000,105,,Servicing of cars,Received
1518,PO012-2,2022-08-16 00:00:00.000,131,,Servicing of cars,Received
1519,PO012-2,2022-08-16 00:00:00.000,144,,Servicing of cars,Received
1520,PO012-2,2022-08-16 00:00:00.000,94,,Rear door + repair,Received
1521,PO012-5,2022-08-16 00:00:00.000,131,,Master brake x 12,Received
1522,PO012-5,2022-08-16 00:00:00.000,146,,Master brake x 12,Received
1523,PO013,2022-08-20 00:00:00.000,116,,Purchase of Cars,Closed
1524,PO013,2022-08-20 00:00:00.000,155,,Purchase of Cars,Closed
1525,PO013-1,2022-08-20 00:00:00.000,155,,Audi Q5,Received
1526,PO006-1,2022-02-16 00:00:00.000,109,,Packet 6,Received
1527,PO006-1,2022-02-16 00:00:00.000,148,,Packet 6,Received
1528,PO007-1,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
1529,PO007-2,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
1530,PO007-3,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Cancelled
